type,amount,oldbalanceOrg,oldbalanceDest,newbalanceOrig,newbalanceDest,isFraud,balance_change_orig,balance_change_dest,amount_to_balance_ratio,dest_to_amount_ratio,dest_unchanged,origin_near_zero,origin_significant_drop,is_cash_out,is_transfer,high_value,medium_value
CASH_OUT,14196.839165745247,24.636383660669864,147.28948345122728,0.0,0.0,0.0,-24.636383660669864,-147.28948345122728,553.7769817170184,-0.010374077472759992,0,1,1,1,0,0,0
CASH_OUT,803.888429454985,15.139467265094433,1274656.0983860132,0.0,1273852.2099565582,0.0,-15.139467265094433,-803.8884294549935,49.80885776778962,-0.9987575917811755,0,1,1,1,0,0,0
CASH_OUT,11690.526771992687,7668.387358291829,12384.7266011073,0.0,694.1998291146137,0.0,-7668.387358291829,-11690.526771992687,1.5243103817612453,-0.9999144679715916,0,1,1,1,0,0,0
PAYMENT,149.5646702305747,1461.0681408074868,60.7043300532052,1311.5034705769122,210.26900028377992,0.0,-149.56467023057462,149.56467023057473,0.10229664819039933,0.9933583356675336,0,0,0,0,0,0,0
CASH_IN,2946.1470227269074,611.2230933898846,8321.811573122308,3557.370116116792,11267.958595849215,0.0,2946.1470227269074,2946.1470227269074,4.812211519846573,0.9996606887975766,0,0,0,0,0,0,0
CASH_IN,16033.36132082317,36246.54313687523,764.4689644180856,52279.9044576984,16797.830285241256,0.0,16033.361320823169,16033.36132082317,0.4423296017685724,0.9999376339362702,0,0,0,0,0,0,0
PAYMENT,304.47149353198074,5904.207775738554,13042.583174827318,5599.736282206573,13347.054668359298,0.0,-304.47149353198074,304.47149353198074,0.05155982737523592,0.9967263721127049,0,0,0,0,0,0,0
CASH_IN,42948.372993565514,6423.782153742964,62108.23780564481,49372.15514730848,105056.61079921032,0.0,42948.372993565514,42948.372993565514,6.684798327137763,0.9999767167730214,0,0,0,0,0,0,0
PAYMENT,1985.350958475415,136144.4465345373,188.5658367170656,134159.0955760619,2173.9167951924805,0.0,-1985.3509584754065,1985.350958475415,0.014582573336169361,0.9994965642925621,0,0,0,0,0,0,0
CASH_OUT,149.87927282886898,15486.682625954503,12798.45882262651,15336.803353125635,12648.579549797641,0.0,-149.87927282886812,-149.87927282886812,0.00967732077474902,-0.9933721843878776,0,0,0,1,0,0,0
CASH_IN,91.22317663770286,594.6146544048355,1064.108320845401,685.8378310425384,1155.331497483104,0.0,91.22317663770286,91.22317663770286,0.1531580460001561,0.9891567387238407,1,0,0,0,0,0,0
CASH_IN,22391.49091245306,38150.146827028126,391.1786938083953,60541.637739481186,22782.669606261457,0.0,22391.49091245306,22391.49091245306,0.5869152771205777,0.999955342172342,0,0,0,0,0,0,0
CASH_OUT,12095.510427163017,134656.55405046715,133907.05919614385,122561.04362330414,121811.54876898084,0.0,-12095.510427163012,-12095.510427163012,0.0898242249568104,-0.9999173315307727,0,0,0,1,0,0,0
CASH_OUT,1590.1578237537726,1418.1467931886511,186.45046098864182,200.19302341766166,0.0,0.0,-1217.9537697709895,-186.45046098864182,1.1205027072505167,-0.11717911209384502,0,1,1,1,0,0,0
CASH_IN,213.73755464988207,10384.52855958965,5796.501876181799,10598.266114239532,6010.239430831682,0.0,213.73755464988244,213.73755464988244,0.02058032515374713,0.9953431527073591,0,0,0,0,0,0,0
CASH_IN,212.84029380889805,2881.0967907719164,325475.23954715545,3093.9370845808144,325688.07984096435,0.0,212.84029380889797,212.84029380889842,0.07384911377382739,0.9953236128599164,0,0,0,0,0,0,0
PAYMENT,27.061075517892814,268.1372335133352,4051.663742723391,241.0761579954424,4078.7248182412836,0.0,-27.061075517892817,27.061075517892732,0.10054749825817762,0.9643634471756992,1,1,0,0,0,0,0
CASH_OUT,82.44322320957723,5.651411169901231,283.1777134422108,0.0,200.73449023263356,0.0,-5.651411169901231,-82.44322320957724,12.394846913486097,-0.9880158033027036,1,1,1,1,0,0,0
CASH_OUT,112.81022152719945,76.27016463293734,193.20071241940744,0.0,80.39049089220799,0.0,-76.27016463293734,-112.81022152719945,1.4599454014766358,-0.9912134429879744,0,1,1,1,0,0,0
CASH_IN,44.15480636113584,19916.399826173754,87329.27257673549,19960.55463253489,87373.42738309663,0.0,44.15480636113716,44.1548063611408,0.0022168961182930788,0.977853963274755,1,0,0,0,0,0,0
CASH_IN,25970.570539643486,2060.9849949941886,184.88679798948485,28031.555534637675,26155.45733763297,0.0,25970.570539643486,25970.570539643486,12.594936724899242,0.9999614963600882,0,0,0,0,0,0,0
CASH_IN,989.7208468850878,8.127368297827413,22480.075320753105,997.8482151829152,23469.796167638193,0.0,989.7208468850878,989.7208468850877,108.43441555006288,0.9989906339377593,0,0,0,0,0,0,0
PAYMENT,5487.613064204891,35504.48736575078,674.2163591800667,30016.874301545886,6161.829423384957,0.0,-5487.613064204892,5487.613064204891,0.15455675928837806,0.9998178046095977,0,0,0,0,0,0,0
CASH_OUT,413.3650903088837,259.764508774607,13776.854976408174,898.3162572378866,13363.48988609929,0.0,638.5517484632796,-413.36509030888374,1.585204567336952,-0.9975866692841945,0,0,0,1,0,0,0
PAYMENT,50.060576817314775,233.2181240488706,9390.041893808997,183.15754723155584,9440.102470626312,0.0,-50.06057681731477,50.06057681731545,0.2137348551509593,0.9804154190506477,1,1,0,0,0,0,0
CASH_OUT,39.153571369526226,220.11003225126328,203.2387283072115,180.95646088173706,164.08515693768527,0.0,-39.15357136952622,-39.15357136952622,0.17707731743728933,-0.9750956150127423,1,1,0,1,0,0,0
CASH_IN,3.0694562946896573,5325.40222872752,7604.766836440141,5328.47168502221,7607.836292734831,0.0,3.0694562946900987,3.0694562946900987,0.0005762719679964823,0.7542669271803004,1,0,0,0,0,0,0
PAYMENT,1583.8408155093757,21365.716830754114,2075.907215314967,19781.87601524474,3659.7480308243425,0.0,-1583.8408155093748,1583.8408155093757,0.07412654120214106,0.9993690218031906,0,0,0,0,0,0,0
CASH_IN,18.811724526712926,12781.256296589025,97912.55699794495,12800.068021115738,97931.36872247166,0.0,18.81172452671308,18.811724526705802,0.0014717060971256599,0.9495248382512697,1,0,0,0,0,0,0
CASH_IN,8.969246009950167,78.34209142919667,40.063107943865354,87.31133743914684,49.03235395381552,0.0,8.969246009950169,8.969246009950169,0.11304524305304135,0.899691511373888,1,1,0,0,0,0,0
PAYMENT,566.8549183156772,21.288774495046773,1924.2810466500684,0.0,2491.1359649657456,0.0,-21.288774495046773,566.8549183156772,25.432305326685825,0.9982389868120433,0,1,1,0,0,0,0
PAYMENT,5692.388256564346,77.09785881205956,9556.145036731969,0.0,15248.533293296314,0.0,-77.09785881205956,5692.388256564345,72.88789146272151,0.9998243576663074,0,1,1,0,0,0,0
PAYMENT,9883.623087797263,3157.14238769302,3153.541997779028,0.0,13037.165085576291,0.0,-3157.14238769302,9883.623087797263,3.1295685483697,0.9998988327636655,0,1,1,0,0,0,0
PAYMENT,40256.08153378685,1015.1368061512745,48781.794124350694,0.0,89037.87565813755,0.0,-1015.1368061512745,40256.081533786855,39.61679302441667,0.9999751596498829,0,1,1,0,0,0,0
PAYMENT,1012.2413240579573,15887.192740033555,15157.686739541314,14874.951415975598,16169.92806359927,0.0,-1012.2413240579572,1012.2413240579572,0.06371028729450191,0.9990130682826919,0,0,0,0,0,0,0
PAYMENT,23.228386450454195,2921.533754849439,12876.757747843189,2898.3053683989847,12899.986134293642,0.0,-23.22838645045431,23.2283864504534,0.007948030167970074,0.9587260999800484,1,0,0,0,0,0,0
CASH_IN,2366.599813403489,13376.250104090086,1728.798559676541,15742.849917493575,4095.39837308003,0.0,2366.599813403489,2366.599813403489,0.17691227980255095,0.9995776313233602,0,0,0,0,0,0,0
CASH_OUT,36.04725111747052,1548.9582358403811,3240379.393683094,1512.9109847229106,3240343.3464319766,0.0,-36.04725111747052,-36.047251117415726,0.023256917692318236,-0.9730074440102461,1,0,0,1,0,0,0
CASH_IN,307.2681647127259,13541.581131821733,170790.6887567184,13848.84929653446,171097.95692143112,0.0,307.2681647127265,307.26816471273196,0.02268903997855485,0.9967560711274684,0,0,0,0,0,0,0
CASH_OUT,592.9885191603256,234.38055507442235,4600.926190211667,0.0,4007.937671051341,0.0,-234.38055507442235,-592.9885191603257,2.519275727652334,-0.9983164657771273,0,1,1,1,0,0,0
CASH_OUT,3044.831606869083,4780.204964456125,217.36180450052024,1735.373357587042,0.0,0.0,-3044.831606869083,-217.36180450052024,0.6368335240811916,-0.07136369719531345,0,0,0,1,0,0,0
PAYMENT,4782.3398639350235,2998.0023466688003,398909.39152014354,0.0,403691.73138407856,0.0,-2998.0023466688003,4782.33986393502,1.5946435884743804,0.9997909410519743,0,1,1,0,0,0,0
CASH_OUT,6241.910489223493,14324.081400561954,6548.4843448678,8082.170911338461,306.5738556443075,0.0,-6241.910489223493,-6241.910489223493,0.43573298571124564,-0.9998398183024206,0,0,0,1,0,0,0
CASH_IN,14.071062697092476,65902.53289983261,358.1013118281664,65916.60396252971,372.1723745252589,0.0,14.071062697097659,14.071062697092486,0.00021350999070837695,0.9336476783290862,1,0,0,0,0,0,0
CASH_IN,321.935812524973,6802.553840047253,19.98825337179436,7124.489652572226,341.9240658967674,0.0,321.9358125249728,321.935812524973,0.04731877193798132,0.9969034094045464,0,0,0,0,0,0,0
CASH_IN,750.3060438714534,257.97230082933095,276.9935928854693,1008.2783447007844,1027.2996367569226,0.0,750.3060438714534,750.3060438714533,2.8972443827725165,0.998668984486206,0,0,0,0,0,0,0
CASH_IN,194.19864388807406,45623.47813094396,33.24341973887429,45817.676774832034,227.44206362694834,0.0,194.19864388807764,194.19864388807406,0.004256457319483561,0.9948770135894315,0,0,0,0,0,0,0
CASH_IN,480.56942026618907,22140.15550501628,6705.039138003831,22620.72492528247,7185.60855827002,0.0,480.5694202661907,480.5694202661889,0.021704803082987775,0.9979234561873812,0,0,0,0,0,0,0
CASH_IN,3180.9477688371126,2606.11129167636,41.71752879712486,5787.059060513473,3222.6652976342375,0.0,3180.947768837113,3180.9477688371126,1.220104327342228,0.9996857270852169,0,0,0,0,0,0,0
PAYMENT,566.7435162912681,820.2391428476972,6395.117527325097,253.4956265564291,6961.861043616365,0.0,-566.7435162912681,566.743516291268,0.6901077733899168,0.9982386412679223,0,1,0,0,0,0,0
CASH_OUT,211.7009418809485,4205.740326243088,6259.275831562246,3994.0393843621396,6047.5748896812975,0.0,-211.70094188094845,-211.70094188094845,0.05032422385576915,-0.9952985633671535,0,0,0,1,0,0,0
CASH_IN,451.49481728713164,158.77776372848123,4377534.766297301,610.2725810156129,4377986.261114588,0.0,451.4948172871317,451.4948172867298,2.825767533299443,0.9977900299358186,0,0,0,0,0,0,0
CASH_IN,154.7640630694587,2279.5806545259934,4035.557230599331,2434.344717595452,4190.32129366879,0.0,154.76406306945864,154.76406306945864,0.06786169248709407,0.9935800339289164,0,0,0,0,0,0,0
PAYMENT,1215.171418485196,1541.3244830816745,10213.760176028323,326.15306459647854,11428.931594513519,0.0,-1215.171418485196,1215.1714184851953,0.7878831152684529,0.9991777474911833,0,1,1,0,0,0,0
PAYMENT,1680.6059112618714,49970.81923153168,1424.4387785941706,48290.2133202698,3105.044689856042,0.0,-1680.605911261875,1680.6059112618716,0.03363107321498968,0.99940533034922,0,0,0,0,0,0,0
PAYMENT,2288.692395372912,858304.2840351794,219.7518057960248,856015.5916398065,2508.4442011689366,0.0,-2288.6923953728983,2288.692395372912,0.002666524880999224,0.9995632601121353,0,0,0,0,0,0,0
CASH_OUT,632.5851547126705,6806.567498640752,52.05607596607481,6173.982343928082,0.0,0.0,-632.5851547126704,-52.05607596607481,0.09292381674349567,-0.08216113584555516,1,0,0,1,0,0,0
PAYMENT,248.49844787995156,73020.79942140101,1607.849527391311,72772.30097352107,1856.3479752712626,0.0,-248.49844787994516,248.49844787995153,0.0034030720942097516,0.9959919590342254,0,0,0,0,0,0,0
PAYMENT,178.26492271669426,13890.701808555801,5709.888941125967,13712.436885839106,5888.153863842661,0.0,-178.26492271669485,178.26492271669395,0.012832475471572687,0.9944216638434018,0,0,0,0,0,0,0
CASH_IN,1499.3790884790064,6031.509907329537,33.84218522335972,7530.888995808544,1533.2212737023663,0.0,1499.379088479007,1499.3790884790064,0.24854979295719873,0.9993335017745324,0,0,0,0,0,0,0
CASH_IN,733.2110909364993,12131.872462719213,7923.85626668466,12865.083553655713,8657.06735762116,0.0,733.2110909365001,733.2110909364992,0.06043178094795306,0.9986379938789476,0,0,0,0,0,0,0
PAYMENT,19466.587124531434,7431.559010594116,192.0363698518081,0.0,19658.623494383242,0.0,-7431.559010594116,19466.587124531434,2.6190962085581053,0.9999486325658336,0,1,1,0,0,0,0
CASH_IN,78.66134090402181,1088.8205580057731,6328.847741862674,1167.4818989097948,6407.509082766696,0.0,78.6613409040217,78.66134090402193,0.07217825019557497,0.987446859560088,1,0,0,0,0,0,0
PAYMENT,153.43095244214362,484.7855720609035,1081.981859414755,331.3546196187599,1235.4128118568988,0.0,-153.43095244214362,153.43095244214373,0.31584090031992096,0.9935246141774945,0,1,0,0,0,0,0
TRANSFER,31228.899650984305,461.6785152007709,22016.41529726972,0.0,53245.314948254025,0.0,-461.6785152007709,31228.899650984305,67.49589320661042,0.9999679794039951,0,1,1,0,1,0,0
PAYMENT,821.1614471191649,40662.030302199026,37.39752317350926,39840.86885507986,858.5589702926742,0.0,-821.1614471191642,821.1614471191649,0.020194300351362576,0.998783693879707,0,0,0,0,0,0,0
CASH_OUT,40974.125267942625,877967.1164225743,40689.0882436906,836992.9911546316,0.0,0.0,-40974.12526794267,-40689.0882436906,0.046669263383844105,-0.9930192519880884,0,0,0,1,0,0,0
CASH_IN,6042.977959309033,328.89033903331233,812.6440298124324,6371.868298342346,6855.621989121466,0.0,6042.977959309033,6042.977959309033,18.3181416497887,0.9998345460544806,0,0,0,0,0,0,0
CASH_IN,266.65432761194154,16801.51552766241,24813.19714586835,17068.16985527435,25079.851473480292,0.0,266.65432761194097,266.65432761194097,0.015869905144437552,0.996263837730842,0,0,0,0,0,0,0
PAYMENT,1409.8569637584305,59.2817229400994,315535.3263780456,0.0,316945.183341804,0.0,-59.2817229400994,1409.856963758415,23.387801393124974,0.999291210926619,0,1,1,0,0,0,0
CASH_OUT,21.909623196005043,6950.745528437838,346.5180196105592,6928.835905241834,324.60839641455414,0.0,-21.90962319600476,-21.909623196005043,0.003151672210436688,-0.956350220540756,1,0,0,1,0,0,0
PAYMENT,855.4968794960182,357.5582479054505,4876.618537392028,0.0,5732.115416888046,0.0,-357.5582479054505,855.4968794960178,2.385935575303255,0.9988324534228439,0,1,1,0,0,0,0
CASH_OUT,16.87583931498126,52.35761761268472,9084.221073755934,35.48177829770346,9067.345234440952,0.0,-16.875839314981263,-16.87583931498193,0.31627797622975884,-0.9440585707681286,1,1,0,1,0,0,0
CASH_OUT,729.7641306354209,571.9377748452611,9058.398951027299,0.0,8328.634820391877,0.0,-571.9377748452611,-729.7641306354217,1.2737231906772344,-0.9986315693969138,0,1,1,1,0,0,0
PAYMENT,435.9984895621936,27676.334043117244,986.9826028547734,27240.33555355505,1422.981092416967,0.0,-435.99848956219284,435.9984895621935,0.015752907736090897,0.9977116625711867,0,0,0,0,0,0,0
CASH_IN,106.67017546881769,533.065926526228,82440.2282019034,639.7361019950457,82546.89837737221,0.0,106.67017546881766,106.67017546881107,0.19973222437657068,0.9907123769822755,0,0,0,0,0,0,0
CASH_OUT,378.91250725139196,379.71877675903636,2478.0795031051616,0.8062695076444015,2099.1669958537695,0.0,-378.91250725139196,-378.91250725139207,0.9952556332445153,-0.9973678150076324,0,1,1,1,0,0,0
CASH_IN,29.018162376995686,85.10027753192091,13.663086059526234,114.1184399089166,42.68124843652192,0.0,29.01816237699569,29.018162376995683,0.3370275126725052,0.9666868348754636,1,1,0,0,0,0,0
PAYMENT,599.0816004682131,6030.967784797551,1091220.8283259794,5431.886184329338,1091819.9099264476,0.0,-599.0816004682129,599.0816004681401,0.09931777188500351,0.9983335599703561,0,0,0,0,0,0,0
PAYMENT,241.79405782769803,8841.0836892655,101.97468814031954,8599.289631437803,343.7687459680176,0.0,-241.79405782769754,241.79405782769805,0.027345823261234425,0.9958812830554954,0,0,0,0,0,0,0
CASH_OUT,30.017396111035673,1725.6643608580762,626.1185409187838,1695.6469647470406,596.1011448077481,0.0,-30.017396111035623,-30.017396111035623,0.01738461555789473,-0.9677600274239571,1,0,0,1,0,0,0
CASH_OUT,1774.377879330524,904.4127060217467,21711.78618581413,0.0,19937.408306483605,0.0,-904.4127060217467,-1774.3778793305246,1.959744840700199,-0.9994367396306771,0,1,1,1,0,0,0
CASH_IN,93.07926067356632,33001.18260591541,8121.842988314787,33094.261866588975,8214.922248988354,0.0,93.07926067356311,93.07926067356675,0.002820397116913186,0.9893706647688342,1,0,0,0,0,0,0
CASH_OUT,101731.54673618622,5111.461045375811,197.80242830022027,0.0,0.0,0.0,-5111.461045375811,-197.80242830022027,19.898742666841787,-0.0019443377232378086,0,1,1,1,0,1,0
PAYMENT,989.3550621079917,62.57503148854312,1525.3906805259776,0.0,2514.7457426339693,0.0,-62.57503148854312,989.3550621079917,15.562006639136055,0.9989902611313245,0,1,1,0,0,0,0
CASH_OUT,71.82504416086512,37677.0929386507,8258.951165364404,37605.267894489836,8187.126121203539,0.0,-71.82504416086158,-71.82504416086522,0.0019062813045717083,-0.9862684600947035,1,0,0,1,0,0,0
PAYMENT,300.997570626853,178.50315091978186,690.6222014318239,0.0,991.619772058677,0.0,-178.50315091978186,300.9975706268531,1.6768372537447311,0.996688715084945,0,1,1,0,0,0,0
PAYMENT,149.58146909924136,5177.713357022202,562.6215801942178,5028.131887922961,712.2030492934591,0.0,-149.58146909924108,149.5814690992413,0.02888390586368576,0.9933590766116048,0,0,0,0,0,0,0
CASH_IN,203.26974652113537,63754.92785800741,3079.4106180215404,63958.19760452855,3282.6803645426758,0.0,203.2697465211386,203.2697465211354,0.0031882485809608643,0.9951045124545816,0,0,0,0,0,0,0
CASH_IN,1360.6305419612713,2092.7034442165314,11365.331926072553,3453.3339861778027,12725.962468033824,0.0,1360.6305419612713,1360.6305419612709,0.6498678433756995,0.9992655863913276,0,0,0,0,0,0,0
CASH_IN,86.61760754939061,51.374579313228494,2125.4788513143803,137.99218686261912,2212.0964588637707,0.0,86.61760754939063,86.61760754939041,1.653810086595067,0.988586768938692,1,1,0,0,0,0,0
PAYMENT,746.7823689368643,5311.733471261539,32743.47946928899,4564.951102324675,33490.26183822585,0.0,-746.7823689368643,746.7823689368633,0.14056462139056572,0.9986627125196564,0,0,0,0,0,0,0
PAYMENT,4089.119412671204,439.71890307011165,6157.647623944706,0.0,10246.76703661591,0.0,-439.71890307011165,4089.1194126712035,9.278293679226842,0.9997555083607333,0,1,1,0,0,0,0
CASH_IN,31.622847110557576,273546.76618415944,69422.77835354082,273578.38903127,69454.40120065138,0.0,31.622847110556904,31.622847110556904,0.00011560265160150589,0.9693466362205694,1,0,0,0,0,0,0
PAYMENT,3.00319208997471,10088.693162320438,8721.94102369531,10085.689970230464,8724.944215785285,0.0,-3.0031920899746183,3.0031920899746183,0.00029764949653672453,0.750199346540373,1,0,0,0,0,0,0
PAYMENT,1951.7969792429021,6977.837803427016,3777.312642406484,5026.040824184114,5729.109621649386,0.0,-1951.7969792429021,1951.7969792429021,0.2796736411160689,0.9994879139968827,0,0,0,0,0,0,0
CASH_OUT,370.23040205433045,2374.315540902197,408.9851725021457,2004.0851388478666,38.75477044781525,0.0,-370.2304020543304,-370.23040205433045,0.15586577685325498,-0.9973062551060846,0,0,0,1,0,0,0
CASH_OUT,182.18518614459668,3017.8021284288598,56.6342865382703,2835.616942284263,0.0,0.0,-182.18518614459663,-56.6342865382703,0.060350158239558166,-0.3091641181812933,1,0,0,1,0,0,0
CASH_OUT,45.08674659427614,1518.6629512625302,4964.629414376417,1473.5762046682541,4919.542667782141,0.0,-45.086746594276065,-45.08674659427652,0.029668912147143053,-0.9783017879564573,1,0,0,1,0,0,0
PAYMENT,797.6300169165862,340.43990605226804,34423.48738309197,0.0,35221.11740000855,0.0,-340.43990605226804,797.6300169165843,2.336077309002317,0.9987478557294117,0,1,1,0,0,0,0
CASH_OUT,888.44049076035,146.44402322795153,257529.43722496508,0.0,256640.99673420473,0.0,-146.44402322795153,-888.4404907603457,6.025612102206425,-0.9988756976881619,0,1,1,1,0,0,0
CASH_OUT,1591.0412830188527,2192692.095619457,72.58165033720744,2191101.054336438,0.0,0.0,-1591.041283018887,-72.58165033720744,0.0007256105682083011,-0.045590306678214405,1,0,0,1,0,0,0
PAYMENT,10726.715044151611,9813.36553890003,8984.39552551412,0.0,19711.110569665732,0.0,-9813.36553890003,10726.715044151611,1.092960619984594,0.9999067835046062,0,1,1,0,0,0,0
CASH_OUT,56.85685942540057,240057.36558318653,1244.612852571379,240000.50872376113,1187.7559931459784,0.0,-56.856859425402945,-56.85685942540067,0.00023684598238130625,-0.9827159647113359,1,0,0,1,0,0,0
PAYMENT,69.24354016954621,253.26515327053616,29924.48221759518,184.02161310098995,29993.72575776473,0.0,-69.24354016954621,69.24354016954749,0.2723280767296949,0.985763815468511,1,1,0,0,0,0,0
PAYMENT,2583.78590177226,4.520348645214522,23858.36875835636,0.0,26442.154660128617,0.0,-4.520348645214522,2583.7859017722585,468.0475940613083,0.9996131207620269,0,1,1,0,0,0,0
PAYMENT,35.363304968559305,5504387.472519013,539.7088287702671,5504352.109214044,575.0721337388264,0.0,-35.36330496892333,35.363304968559305,6.424565625248419e-06,0.972499749380189,1,0,0,0,0,0,0
PAYMENT,309.0014016919907,679.9446122047144,280793.77645009547,370.94321051272374,281102.77785178745,0.0,-309.0014016919907,309.0014016919886,0.4537834592618741,0.9967742081340791,0,1,0,0,0,0,0
CASH_OUT,300.4242288103973,1697.17242470691,12090.005884821276,1396.7481958965127,11789.581656010878,0.0,-300.4242288103974,-300.42422881039784,0.17691032102482052,-0.996682416659251,0,0,0,1,0,0,0
CASH_OUT,96.04497220740883,2354.811756891635,2992.6855673865634,2258.766784684226,2896.6405951791544,0.0,-96.04497220740905,-96.04497220740905,0.040769374686428654,-0.9896954991355704,1,0,0,1,0,0,0
CASH_OUT,1316.8660441701384,13014.973827420927,223.09741286545835,11698.107783250789,0.0,0.0,-1316.8660441701377,-223.09741286545835,0.10117307099956509,-0.1692868663339323,0,0,0,1,0,0,0
PAYMENT,221.69902945975414,127.91665937523906,15712.462402376857,0.0,15934.161431836612,0.0,-127.91665937523906,221.69902945975446,1.7197081473733542,0.9955096346740909,0,1,1,0,0,0,0
CASH_OUT,114.02825659541784,132569.93899760782,828.5938610954798,132455.9107410124,714.565604500062,0.0,-114.02825659542577,-114.02825659541782,0.0008601301119054111,-0.9913064839058,0,0,0,1,0,0,0
CASH_OUT,8769.067007136187,61352.821164389716,65.75118052243685,52583.75415725353,0.0,0.0,-8769.06700713619,-65.75118052243685,0.14292617543152844,-0.00749722669951498,1,0,0,1,0,0,0
CASH_IN,47.64024773261244,568.7627897798525,488381.8195046515,616.403037512465,488429.4597523841,0.0,47.640247732612465,47.640247732633725,0.08361417871991937,0.979440894185491,1,0,0,0,0,0,0
CASH_IN,597.43034915885,2766.885015559999,3116.7245602348257,3364.315364718849,3714.1549093936756,0.0,597.4303491588503,597.4303491588498,0.21584362999196982,0.99832896175569,0,0,0,0,0,0,0
TRANSFER,4528.9653533327855,56761.40060421386,3416.0595883971596,52232.43525088107,7945.024941729946,0.0,-4528.965353332787,4528.9653533327855,0.0797881221569859,0.9997792477597507,0,0,0,0,1,0,0
CASH_OUT,3525.784578308319,253.36987283988745,622.7791061060061,0.0,0.0,0.0,-253.36987283988745,-622.7791061060061,13.860857573049211,-0.17658552493862056,0,1,1,1,0,0,0
CASH_IN,570.5898671163123,15949.062733233883,66214.18999260176,16519.652600350197,66784.77985971808,0.0,570.589867116314,570.5898671163159,0.03577351867885883,0.9982504938286582,0,0,0,0,0,0,0
PAYMENT,140.65707950093744,52950.46152790557,1224223.1677933875,52809.80444840463,1224363.8248728884,0.0,-140.6570795009393,140.6570795008447,0.002656339890199457,0.9929406987379962,0,0,0,0,0,0,0
CASH_IN,1554.164310324793,269.9424598129188,20515.345139243345,1824.1067701377117,22069.509449568137,0.0,1554.164310324793,1554.1643103247916,5.736141582969008,0.9993569811283848,0,0,0,0,0,0,0
PAYMENT,36.01178501578216,378.7596981721828,3610.1011363428474,342.74791315640067,3646.1129213586296,0.0,-36.01178501578215,36.01178501578215,0.09482782188081063,0.9729815787167898,1,1,0,0,0,0,0
PAYMENT,8.097792917019293,157404.7011045937,660.6714501549859,157396.60331167668,668.7692430720052,0.0,-8.097792917018523,8.09779291701932,5.144535973089331e-05,0.8900832312714804,1,0,0,0,0,0,0
PAYMENT,123.9868641745165,14662.573275472332,1383659.8590582942,14538.586411297816,1383783.8459224687,0.0,-123.98686417451609,123.98686417448334,0.008455433191165523,0.991999159218549,0,0,0,0,0,0,0
PAYMENT,6226.738210659851,7315.389830754553,34.16203859145874,1088.6516200947026,6260.900249251309,0.0,-6226.738210659851,6226.738210659851,0.8510670364345082,0.9998394280610112,0,0,1,0,0,0,0
CASH_OUT,8.16134341702669,30155.913500887673,65519.46912846864,30147.752157470648,65511.30778505161,0.0,-8.16134341702491,-8.161343417028547,0.00027062926770627434,-0.8908457030287058,1,0,0,1,0,0,0
PAYMENT,290.8679838023991,1.0682896376414805,289.13694849087386,0.0,580.004932293273,0.0,-1.0682896376414805,290.8679838023991,140.632133192952,0.9965737934425962,0,1,0,0,0,0,0
CASH_IN,720.0241795134392,1118.5220811744512,54.52454586810745,1838.5462606878905,774.5487253815467,0.0,720.0241795134393,720.0241795134392,0.6431531736811187,0.9986130839597157,0,0,0,0,0,0,0
CASH_OUT,10389.47530369824,1485.944059613873,9412.760539052351,0.0,0.0,0.0,-1485.944059613873,-9412.760539052351,6.98713259353964,-0.9059027873058035,0,1,1,1,0,0,0
CASH_OUT,85.41691870279782,166.88435896523737,9132.015247599167,81.46744026243955,9046.598328896369,0.0,-85.41691870279782,-85.41691870279828,0.5087842561943754,-0.9884281918979465,1,1,0,1,0,0,0
TRANSFER,1068.423874135672,36237.93815801379,163540.40997020595,35169.51428387812,164608.83384434163,0.0,-1068.4238741356749,1068.4238741356821,0.029482758834626702,0.9990649170790226,0,0,0,0,1,0,0
CASH_IN,8000.335882963159,1381.557050903239,2239.343762175217,9381.892933866398,10239.679645138376,0.0,8000.33588296316,8000.33588296316,5.78662260464149,0.9998750208696865,0,0,0,0,0,0,0
CASH_OUT,42.13789480430625,151843.22590417738,3277.4689317667967,151801.08800937308,3235.3310369624905,0.0,-42.13789480429841,-42.13789480430614,0.0002775073899148311,-0.9768185256944834,1,0,0,1,0,0,0
PAYMENT,615.1209258639109,2552.1562093807124,7893.6050195553335,1937.0352835168014,8508.725945419244,0.0,-615.120925863911,615.120925863911,0.24092569173944636,0.9983769419962523,0,0,0,0,0,0,0
CASH_IN,15319.190125939562,159.240885835552,18.734334845158507,15478.431011775114,15337.92446078472,0.0,15319.190125939562,15319.190125939562,95.60100748357667,0.9999347266586264,0,0,0,0,0,0,0
CASH_IN,529.643719325014,120980.86294283139,4621.992824919051,121510.5066621564,5151.636544244065,0.0,529.6437193250167,529.643719325014,0.0043778770341409865,0.9981154963988418,0,0,0,0,0,0,0
CASH_IN,1980.0557659090914,16.668452715667744,239221.37959933843,1996.7242186247593,241201.4353652475,0.0,1980.0557659090914,1980.0557659090846,112.06729857862707,0.9994952186519859,0,0,0,0,0,0,0
CASH_OUT,4171.08808257336,2.633630457278814,4166.346528413665,722.5906159864084,0.0,0.0,719.9569855291295,-4166.346528413665,1147.9120212177663,-0.9986238176073804,0,0,0,1,0,0,0
