policy_id,exposure,area,region,vehicle_power,vehicle_age,driver_age,bonus_malus,density,vehicle_brand,claim_count,claim_amount,annualized_loss_cost,material_loss_flag,renewal_period
POL101954,0.359,C,South,10,15.1,45,67,2585,B3,0,0.0,0.0,0,Current Year
POL101955,0.445,C,East,9,5.8,54,84,556,B6,0,0.0,0.0,0,Prior Year
POL101956,0.85,C,South,7,4.9,19,67,257,B4,0,0.0,0.0,0,Prior Year
POL101957,0.934,E,North,12,5.4,36,50,374,B2,0,0.0,0.0,0,Prior Year
POL101958,0.903,C,Metro,6,13.3,26,50,377,B4,0,0.0,0.0,0,Prior Year
POL101959,0.626,D,Metro,9,4.5,35,95,1030,B3,0,0.0,0.0,1,Prior Year
POL101960,0.526,D,East,12,6.8,58,122,399,B7,0,0.0,0.0,1,Prior Year
POL101961,0.584,B,Metro,6,3.6,50,75,82,B3,0,0.0,0.0,0,Current Year
POL101962,0.382,E,Metro,12,5.0,41,50,237,B6,0,0.0,0.0,0,Current Year
POL101963,0.622,C,South,9,6.0,61,99,140,B7,0,0.0,0.0,0,Prior Year
POL101964,0.423,E,Metro,8,5.7,32,58,878,B4,0,0.0,0.0,1,Current Year
POL101965,0.371,A,Coastal,6,5.7,42,116,78,B3,0,0.0,0.0,0,Current Year
POL101966,0.535,C,South,6,5.2,36,123,490,B2,0,0.0,0.0,1,Prior Year
POL101967,0.298,B,West,14,11.1,41,79,139,B3,0,0.0,0.0,0,Prior Year
POL101968,0.603,A,South,4,11.7,47,56,176,B1,0,0.0,0.0,0,Current Year
POL101969,0.772,F,South,11,2.4,47,50,2547,B4,1,9981.28,12927.41,1,Current Year
POL101970,0.739,D,Metro,10,9.1,50,50,1622,B5,0,0.0,0.0,0,Prior Year
POL101971,0.981,E,Central,7,9.0,49,75,1333,B5,0,0.0,0.0,0,Prior Year
POL101972,0.914,D,South,8,25.0,42,94,201,B2,0,0.0,0.0,0,Prior Year
POL101973,0.725,C,Coastal,7,6.0,44,79,406,B7,0,0.0,0.0,0,Current Year
POL101974,0.923,C,West,9,22.8,53,96,4590,B4,0,0.0,0.0,1,Current Year
POL101975,0.583,A,Coastal,12,2.4,67,50,1159,B5,0,0.0,0.0,0,Prior Year
POL101976,0.849,D,East,10,5.0,26,87,797,B6,0,0.0,0.0,1,Current Year
POL101977,0.463,D,Metro,8,8.9,61,50,423,B7,0,0.0,0.0,0,Prior Year
POL101978,0.645,C,Coastal,7,2.4,52,81,725,B2,0,0.0,0.0,0,Current Year
POL101979,0.985,D,West,12,7.5,30,100,410,B6,0,0.0,0.0,0,Prior Year
POL101980,0.699,B,East,11,12.6,27,75,168,B3,0,0.0,0.0,0,Prior Year
POL101981,0.63,E,West,9,7.0,68,50,286,B3,0,0.0,0.0,0,Current Year
POL101982,0.84,D,Central,8,10.3,48,50,567,B7,0,0.0,0.0,0,Prior Year
POL101983,0.484,B,Metro,6,2.3,60,89,35,B6,0,0.0,0.0,0,Current Year
POL101984,0.873,D,Central,5,1.4,50,50,1256,B2,0,0.0,0.0,0,Current Year
POL101985,0.264,D,Metro,10,4.1,40,82,89,B1,0,0.0,0.0,0,Prior Year
POL101986,0.429,F,East,8,5.1,45,86,329,B7,0,0.0,0.0,1,Prior Year
POL101987,0.383,C,South,14,9.2,52,63,386,B5,0,0.0,0.0,0,Prior Year
POL101988,0.443,B,Coastal,6,8.7,49,64,637,B2,0,0.0,0.0,0,Current Year
POL101989,0.959,A,West,4,17.1,50,84,742,B3,0,0.0,0.0,0,Prior Year
POL101990,0.268,B,South,11,12.2,39,90,2581,B7,0,0.0,0.0,1,Current Year
POL101991,0.474,C,North,11,5.1,18,80,836,B4,0,0.0,0.0,0,Prior Year
POL101992,0.681,D,East,7,9.1,44,60,131,B5,0,0.0,0.0,0,Current Year
POL101993,0.777,A,Metro,12,3.8,66,52,4430,B1,0,0.0,0.0,0,Prior Year
POL101994,0.83,A,West,6,4.4,47,50,927,B2,0,0.0,0.0,0,Prior Year
POL101995,0.537,D,Central,11,6.4,43,64,102,B3,0,0.0,0.0,0,Prior Year
POL101996,0.415,B,Central,6,4.0,78,98,124,B6,0,0.0,0.0,0,Prior Year
POL101997,0.889,A,West,5,10.6,61,76,4725,B3,0,0.0,0.0,0,Prior Year
POL101998,0.342,A,Metro,9,3.8,41,90,67,B5,0,0.0,0.0,0,Prior Year
POL101999,0.299,D,Central,12,4.1,55,107,1188,B5,0,0.0,0.0,1,Current Year
POL102000,0.424,D,North,10,3.3,44,86,564,B1,0,0.0,0.0,0,Prior Year
POL102001,0.619,F,Metro,8,4.5,35,101,1107,B7,0,0.0,0.0,1,Prior Year
POL102002,0.957,B,North,14,9.2,27,100,363,B4,0,0.0,0.0,0,Prior Year
POL102003,0.797,D,East,7,11.3,46,75,129,B7,0,0.0,0.0,0,Prior Year
POL102004,0.673,A,Central,6,6.5,51,96,543,B6,0,0.0,0.0,0,Prior Year
POL102005,0.641,E,West,8,4.9,48,73,258,B1,0,0.0,0.0,0,Current Year
POL102006,0.77,C,North,15,2.7,28,97,1205,B7,1,7620.63,9896.12,1,Prior Year
POL102007,0.72,A,Central,15,15.4,58,73,685,B5,0,0.0,0.0,0,Current Year
POL102008,0.502,A,North,8,10.4,46,67,86,B5,0,0.0,0.0,0,Current Year
POL102009,0.32,F,Metro,8,2.2,61,61,435,B3,0,0.0,0.0,0,Prior Year
POL102010,0.401,C,East,10,5.9,52,105,700,B1,0,0.0,0.0,0,Current Year
POL102011,0.837,F,West,7,8.2,56,62,708,B4,1,6738.33,8050.27,0,Prior Year
POL102012,0.726,A,Coastal,7,14.4,18,114,247,B7,0,0.0,0.0,1,Current Year
POL102013,0.848,C,Metro,13,6.8,28,92,237,B5,1,4251.2,5013.9,0,Current Year
POL102014,0.283,D,North,5,25.0,18,50,159,B2,0,0.0,0.0,0,Current Year
POL102015,0.926,A,East,11,5.1,18,86,819,B3,0,0.0,0.0,0,Current Year
POL102016,0.537,C,Metro,7,8.5,26,67,66,B6,0,0.0,0.0,0,Current Year
POL102017,0.945,F,North,7,3.3,39,80,60,B7,0,0.0,0.0,0,Prior Year
POL102018,0.696,B,East,9,7.6,44,122,367,B5,1,3328.15,4782.58,0,Prior Year
POL102019,0.66,B,West,8,14.4,40,65,1108,B5,0,0.0,0.0,0,Current Year
POL102020,0.864,B,Metro,11,3.7,33,74,134,B5,0,0.0,0.0,0,Current Year
POL102021,0.719,C,Metro,9,3.7,44,95,1052,B4,0,0.0,0.0,1,Current Year
POL102022,0.756,B,Metro,11,8.8,43,63,803,B4,0,0.0,0.0,0,Current Year
POL102023,0.368,D,Central,5,7.2,33,86,810,B1,0,0.0,0.0,0,Current Year
POL102024,0.703,F,Central,15,16.5,22,82,3597,B4,0,0.0,0.0,1,Current Year
POL102025,0.517,A,South,6,25.0,63,87,174,B7,0,0.0,0.0,0,Prior Year
POL102026,0.307,F,West,14,13.2,25,74,1099,B4,0,0.0,0.0,1,Current Year
POL102027,0.35,E,North,9,9.4,63,76,403,B5,0,0.0,0.0,0,Current Year
POL102028,0.61,D,South,10,8.7,20,134,41,B4,0,0.0,0.0,1,Current Year
POL102029,0.447,C,South,7,2.7,26,72,2085,B6,0,0.0,0.0,1,Current Year
POL102030,0.824,D,Central,6,25.0,50,62,2893,B2,0,0.0,0.0,0,Current Year
POL102031,0.342,B,East,10,11.8,69,50,1282,B6,0,0.0,0.0,0,Prior Year
POL102032,0.26,A,Metro,11,9.2,26,58,614,B1,0,0.0,0.0,0,Prior Year
POL102033,0.998,C,East,5,4.6,35,111,206,B5,1,1786.5,1790.56,0,Prior Year
POL102034,0.485,B,West,15,5.3,44,85,451,B1,0,0.0,0.0,0,Current Year
POL102035,0.632,B,South,4,25.0,30,85,134,B1,0,0.0,0.0,0,Prior Year
POL102036,0.408,B,East,11,17.1,73,76,59,B7,0,0.0,0.0,0,Prior Year
POL102037,0.407,B,West,12,8.7,41,83,560,B1,0,0.0,0.0,0,Current Year
POL102038,0.552,C,South,15,6.9,34,50,1520,B5,0,0.0,0.0,0,Prior Year
POL102039,0.842,E,Metro,7,7.8,34,54,224,B2,0,0.0,0.0,0,Prior Year
POL102040,0.279,E,South,4,11.6,26,72,129,B7,0,0.0,0.0,0,Prior Year
POL102041,0.878,C,Metro,6,4.2,53,50,86,B3,0,0.0,0.0,0,Current Year
POL102042,0.993,B,North,5,9.1,28,86,1392,B1,0,0.0,0.0,0,Current Year
POL102043,0.669,C,Coastal,9,5.6,34,61,429,B7,0,0.0,0.0,0,Prior Year
POL102044,0.52,F,East,9,9.2,22,83,883,B3,0,0.0,0.0,1,Current Year
POL102045,0.425,A,East,5,11.5,31,58,497,B3,0,0.0,0.0,0,Prior Year
POL102046,0.387,E,Central,9,13.1,48,85,124,B1,0,0.0,0.0,0,Prior Year
POL102047,0.493,C,Metro,10,13.1,30,70,1611,B1,0,0.0,0.0,0,Current Year
POL102048,0.889,E,South,5,8.6,56,68,30,B3,0,0.0,0.0,0,Current Year
POL102049,0.252,E,West,10,12.7,38,73,401,B6,0,0.0,0.0,0,Current Year
POL102050,0.839,C,Central,8,13.6,39,113,596,B1,0,0.0,0.0,0,Prior Year
POL102051,0.751,E,North,9,13.0,18,50,456,B5,0,0.0,0.0,0,Current Year
POL102052,0.264,E,North,13,4.2,55,50,940,B4,0,0.0,0.0,0,Current Year
POL102053,0.302,E,Coastal,15,22.2,50,101,181,B5,1,4571.7,15130.01,1,Prior Year
POL102054,0.801,E,Central,7,25.0,49,50,1769,B7,0,0.0,0.0,1,Current Year
POL102055,0.755,B,North,6,2.6,30,94,278,B5,0,0.0,0.0,0,Prior Year
POL102056,0.485,C,North,7,2.0,38,76,2457,B7,0,0.0,0.0,1,Prior Year
POL102057,0.896,F,Metro,5,4.0,26,82,437,B3,1,10581.57,11810.22,1,Prior Year
POL102058,0.408,B,Coastal,7,10.8,45,50,437,B7,0,0.0,0.0,0,Prior Year
POL102059,0.57,B,Coastal,4,5.8,40,104,386,B3,1,4869.85,8540.87,0,Current Year
POL102060,0.336,E,North,12,10.5,69,72,94,B4,0,0.0,0.0,0,Current Year
POL102061,0.734,E,Coastal,7,6.0,41,64,762,B3,0,0.0,0.0,0,Current Year
POL102062,0.315,E,East,6,1.7,45,86,76,B1,0,0.0,0.0,0,Current Year
POL102063,0.385,E,West,9,7.8,44,98,765,B5,0,0.0,0.0,1,Current Year
POL102064,0.825,F,Metro,8,10.4,40,99,1617,B4,0,0.0,0.0,1,Prior Year
POL102065,0.625,B,East,10,12.0,65,73,1687,B3,0,0.0,0.0,0,Current Year
POL102066,0.746,C,East,9,7.3,51,126,2007,B7,0,0.0,0.0,1,Current Year
POL102067,0.8,C,South,8,5.7,60,52,1263,B7,0,0.0,0.0,0,Current Year
POL102068,0.705,C,North,10,11.9,18,50,663,B1,0,0.0,0.0,0,Current Year
POL102069,0.398,E,Coastal,10,11.2,64,62,614,B4,0,0.0,0.0,0,Current Year
POL102070,0.774,F,Metro,7,21.9,51,54,242,B4,1,12847.6,16601.73,0,Current Year
POL102071,0.337,D,North,13,11.5,27,50,195,B5,0,0.0,0.0,0,Prior Year
POL102072,0.452,A,Central,5,16.3,38,72,264,B3,0,0.0,0.0,0,Current Year
POL102073,0.586,C,Central,12,13.5,56,50,2824,B1,0,0.0,0.0,0,Prior Year
POL102074,0.336,F,South,6,2.6,33,72,43,B3,0,0.0,0.0,0,Current Year
POL102075,0.329,C,North,9,4.5,50,108,486,B4,0,0.0,0.0,0,Prior Year
POL102076,0.739,B,West,11,10.2,63,54,137,B5,1,610.88,826.4,0,Current Year
POL102077,0.806,A,Central,9,14.5,53,87,2027,B3,0,0.0,0.0,0,Prior Year
POL102078,0.528,B,Metro,9,10.2,26,75,503,B4,0,0.0,0.0,0,Current Year
POL102079,0.542,A,Metro,6,6.9,39,68,731,B6,0,0.0,0.0,0,Prior Year
POL102080,0.406,E,Coastal,7,4.2,39,85,871,B2,0,0.0,0.0,0,Current Year
POL102081,0.641,D,South,14,1.9,40,90,267,B5,0,0.0,0.0,0,Prior Year
POL102082,0.685,D,East,5,18.6,49,50,1928,B3,0,0.0,0.0,0,Prior Year
POL102083,0.95,E,East,12,4.0,31,69,240,B3,0,0.0,0.0,1,Current Year
POL102084,0.28,C,South,13,6.0,36,93,2010,B7,0,0.0,0.0,1,Current Year
POL102085,0.932,E,Metro,6,6.7,18,87,578,B4,1,14990.15,16091.73,1,Prior Year
POL102086,0.993,E,West,14,11.1,42,79,2758,B1,0,0.0,0.0,1,Prior Year
POL102087,0.51,D,Metro,4,1.5,76,73,989,B6,0,0.0,0.0,1,Current Year
POL102088,0.794,B,North,5,5.5,23,71,301,B7,0,0.0,0.0,0,Prior Year
POL102089,0.869,F,West,8,4.0,43,51,1799,B2,0,0.0,0.0,1,Prior Year
POL102090,0.738,C,South,7,4.3,41,91,586,B1,0,0.0,0.0,0,Prior Year
POL102091,0.467,D,Central,10,16.9,29,67,330,B6,0,0.0,0.0,0,Current Year
POL102092,0.717,B,East,14,3.4,35,53,680,B4,0,0.0,0.0,0,Current Year
POL102093,0.908,A,South,5,8.2,43,116,414,B2,0,0.0,0.0,0,Prior Year
POL102094,0.33,A,South,10,15.5,54,64,2978,B2,0,0.0,0.0,0,Prior Year
POL102095,0.61,A,South,7,4.3,45,52,138,B4,0,0.0,0.0,0,Prior Year
POL102096,0.267,F,West,10,6.2,18,61,247,B1,1,2727.88,10217.38,0,Prior Year
POL102097,0.884,A,West,9,8.6,58,81,664,B1,0,0.0,0.0,0,Prior Year
POL102098,0.834,B,Coastal,6,7.7,47,50,731,B1,0,0.0,0.0,0,Prior Year
POL102099,0.285,E,Central,11,5.6,23,79,6039,B2,0,0.0,0.0,1,Current Year
POL102100,0.809,A,Metro,6,12.2,45,75,135,B7,0,0.0,0.0,0,Prior Year
POL102101,0.769,E,Central,6,15.2,51,120,470,B2,0,0.0,0.0,1,Current Year
POL102102,0.345,E,Metro,13,2.9,40,61,4434,B5,0,0.0,0.0,1,Current Year
POL102103,0.644,F,Central,6,19.0,63,50,206,B5,0,0.0,0.0,0,Prior Year
POL102104,0.767,D,Central,8,8.9,26,50,112,B2,0,0.0,0.0,0,Current Year
POL102105,0.502,B,West,5,5.0,45,101,1226,B5,0,0.0,0.0,0,Current Year
POL102106,0.628,F,Metro,12,11.9,32,91,5284,B7,1,21149.07,33680.95,1,Prior Year
POL102107,0.982,E,Coastal,8,2.5,69,89,464,B3,0,0.0,0.0,0,Prior Year
POL102108,0.727,B,Coastal,7,10.0,19,94,193,B1,1,578.67,796.23,0,Prior Year
POL102109,0.626,B,West,4,5.0,42,50,1808,B3,0,0.0,0.0,0,Current Year
POL102110,0.299,D,Central,7,1.8,48,83,9439,B1,0,0.0,0.0,1,Prior Year
POL102111,0.341,C,Central,7,5.3,35,56,406,B4,0,0.0,0.0,0,Current Year
POL102112,0.888,E,South,10,5.5,47,52,184,B3,0,0.0,0.0,0,Current Year
POL102113,0.807,C,Central,7,11.3,49,85,247,B1,0,0.0,0.0,0,Current Year
POL102114,0.876,B,Metro,7,2.0,58,75,194,B1,0,0.0,0.0,0,Current Year
POL102115,0.684,D,South,5,11.4,46,67,322,B5,0,0.0,0.0,0,Current Year
POL102116,0.682,A,East,6,4.1,33,83,271,B4,0,0.0,0.0,0,Prior Year
POL102117,0.648,B,North,6,16.0,38,50,520,B3,0,0.0,0.0,0,Prior Year
POL102118,0.801,C,South,6,15.8,41,66,792,B3,0,0.0,0.0,0,Current Year
POL102119,0.498,C,North,10,7.7,63,73,467,B2,0,0.0,0.0,0,Prior Year
POL102120,0.623,C,Coastal,4,22.7,21,50,377,B4,0,0.0,0.0,0,Prior Year
POL102121,0.602,E,Coastal,9,5.2,42,131,494,B6,2,11586.23,19235.82,1,Prior Year
POL102122,0.746,E,Central,6,6.2,26,78,217,B2,0,0.0,0.0,0,Prior Year
POL102123,0.412,B,South,10,18.2,60,69,1243,B1,0,0.0,0.0,0,Current Year
POL102124,0.269,B,Central,12,2.1,58,80,1151,B6,0,0.0,0.0,0,Prior Year
POL102125,0.316,D,North,8,11.5,43,62,267,B4,0,0.0,0.0,0,Prior Year
POL102126,0.384,C,East,9,25.0,46,66,484,B1,0,0.0,0.0,0,Current Year
POL102127,0.893,F,South,13,7.2,18,70,239,B2,0,0.0,0.0,1,Prior Year
POL102128,0.788,B,South,4,1.7,30,93,70,B2,0,0.0,0.0,0,Current Year
POL102129,0.812,B,South,5,16.1,48,100,933,B2,1,5402.86,6649.85,0,Prior Year
POL102130,0.583,C,Central,5,8.6,40,75,822,B4,0,0.0,0.0,0,Current Year
POL102131,0.327,D,Metro,8,6.2,66,50,5819,B3,0,0.0,0.0,0,Prior Year
POL102132,0.599,C,Coastal,11,5.8,43,61,101,B1,0,0.0,0.0,0,Prior Year
POL102133,0.897,B,North,7,11.9,58,105,18,B2,0,0.0,0.0,0,Current Year
POL102134,0.632,E,South,8,2.3,45,50,1983,B5,0,0.0,0.0,0,Prior Year
POL102135,0.724,F,Metro,13,5.9,70,64,588,B1,0,0.0,0.0,1,Current Year
POL102136,0.531,E,South,10,5.7,61,68,316,B5,0,0.0,0.0,0,Prior Year
POL102137,0.363,B,Metro,10,13.8,34,69,1121,B6,0,0.0,0.0,1,Prior Year
POL102138,0.72,A,East,7,3.6,32,62,514,B3,0,0.0,0.0,0,Current Year
POL102139,0.614,D,West,13,25.0,57,96,69,B5,0,0.0,0.0,1,Current Year
POL102140,0.509,D,South,5,6.2,58,76,575,B1,0,0.0,0.0,0,Prior Year
POL102141,0.444,E,Metro,5,4.1,42,65,399,B6,0,0.0,0.0,0,Prior Year
POL102142,0.772,A,Coastal,11,6.2,47,50,2186,B5,0,0.0,0.0,0,Current Year
POL102143,0.488,B,Central,13,9.6,63,50,634,B2,0,0.0,0.0,0,Prior Year
POL102144,0.682,F,Metro,8,4.9,67,61,281,B4,0,0.0,0.0,0,Prior Year
POL102145,0.445,F,Central,14,11.5,45,66,634,B6,0,0.0,0.0,0,Prior Year
POL102146,0.815,C,East,11,5.4,54,50,89,B1,0,0.0,0.0,0,Current Year
POL102147,0.531,E,Metro,13,15.3,64,79,401,B1,0,0.0,0.0,1,Prior Year
POL102148,0.609,E,South,11,15.1,48,129,4059,B7,0,0.0,0.0,1,Current Year
POL102149,0.946,A,Metro,10,19.1,39,74,1000,B3,0,0.0,0.0,0,Prior Year
POL102150,0.789,D,Metro,5,2.3,52,82,384,B6,0,0.0,0.0,0,Prior Year
POL102151,0.802,C,West,7,21.3,41,75,513,B3,0,0.0,0.0,0,Prior Year
POL102152,0.505,B,Central,7,6.5,27,59,34,B7,0,0.0,0.0,0,Current Year
POL102153,0.88,D,Central,8,12.0,38,79,250,B6,0,0.0,0.0,0,Current Year
POL102154,0.539,C,Coastal,8,18.0,29,59,125,B2,0,0.0,0.0,0,Prior Year
POL102155,0.991,E,North,13,12.4,65,91,92,B1,0,0.0,0.0,0,Prior Year
POL102156,0.922,B,Central,5,1.2,66,84,211,B1,0,0.0,0.0,0,Prior Year
POL102157,0.744,B,North,14,8.3,56,59,128,B2,0,0.0,0.0,0,Current Year
POL102158,0.874,A,Central,8,11.4,45,65,493,B1,0,0.0,0.0,0,Prior Year
POL102159,0.658,E,South,14,12.5,59,76,485,B7,1,13145.31,19976.68,0,Prior Year
POL102160,0.8,C,Central,7,2.1,40,50,123,B2,0,0.0,0.0,0,Current Year
POL102161,0.344,A,North,9,14.2,49,52,359,B4,1,1429.9,4161.76,0,Current Year
POL102162,0.991,F,West,10,6.5,39,65,453,B1,0,0.0,0.0,0,Prior Year
POL102163,0.85,B,Metro,8,23.1,41,50,252,B3,0,0.0,0.0,0,Current Year
POL102164,0.357,B,South,10,10.0,62,50,174,B4,0,0.0,0.0,0,Prior Year
POL102165,0.432,D,North,10,7.7,56,53,659,B2,0,0.0,0.0,0,Current Year
POL102166,0.681,F,West,8,12.3,46,106,920,B2,0,0.0,0.0,1,Prior Year
POL102167,0.822,F,North,5,8.2,59,50,103,B3,0,0.0,0.0,0,Current Year
POL102168,0.362,F,South,7,9.6,29,61,684,B7,1,108154.0,299065.14,1,Current Year
POL102169,0.97,C,South,11,3.7,27,50,520,B3,0,0.0,0.0,0,Prior Year
POL102170,0.509,C,West,5,10.2,51,70,2569,B4,0,0.0,0.0,0,Prior Year
POL102171,0.996,A,West,8,18.0,34,50,1697,B5,0,0.0,0.0,0,Current Year
POL102172,0.814,E,Coastal,8,5.7,35,69,161,B3,0,0.0,0.0,0,Prior Year
POL102173,0.614,E,Metro,8,2.0,50,60,214,B5,0,0.0,0.0,0,Current Year
POL102174,0.522,A,Coastal,8,7.0,36,52,109,B5,0,0.0,0.0,0,Current Year
POL102175,0.322,B,Coastal,8,4.2,22,72,267,B1,0,0.0,0.0,0,Current Year
POL102176,0.316,E,South,8,3.8,29,89,56,B3,0,0.0,0.0,0,Prior Year
POL102177,0.722,C,East,9,8.0,18,95,150,B2,0,0.0,0.0,0,Prior Year
POL102178,0.83,E,Coastal,14,3.6,55,57,968,B6,0,0.0,0.0,1,Current Year
POL102179,0.931,C,Coastal,12,5.3,33,59,843,B6,0,0.0,0.0,0,Prior Year
POL102180,0.524,F,East,4,14.9,70,60,34,B4,0,0.0,0.0,0,Current Year
POL102181,0.953,A,South,5,5.1,36,64,153,B6,0,0.0,0.0,0,Current Year
POL102182,0.473,D,Metro,13,9.0,18,66,713,B3,0,0.0,0.0,0,Prior Year
POL102183,0.955,F,South,10,4.2,27,63,521,B6,1,11516.66,12060.44,0,Prior Year
POL102184,0.939,E,East,5,6.5,54,75,481,B4,1,635.04,676.2,0,Prior Year
POL102185,0.366,E,East,6,6.8,59,97,111,B1,1,2845.5,7769.31,0,Prior Year
POL102186,0.896,B,South,7,8.1,42,66,166,B3,0,0.0,0.0,0,Current Year
POL102187,0.778,C,South,6,8.8,25,116,3032,B5,0,0.0,0.0,1,Current Year
POL102188,0.777,C,North,8,1.7,54,65,10494,B5,0,0.0,0.0,0,Prior Year
POL102189,0.88,A,Coastal,7,2.2,33,57,108,B3,0,0.0,0.0,0,Prior Year
POL102190,0.652,E,West,13,3.8,57,66,252,B5,0,0.0,0.0,0,Prior Year
POL102191,0.63,A,West,6,9.2,52,67,1897,B4,0,0.0,0.0,0,Prior Year
POL102192,0.525,B,Central,6,6.9,56,50,329,B5,0,0.0,0.0,0,Prior Year
POL102193,0.899,B,North,6,15.6,53,113,247,B2,0,0.0,0.0,0,Prior Year
POL102194,0.926,F,South,10,8.8,32,73,1208,B2,0,0.0,0.0,1,Prior Year
POL102195,0.37,F,Metro,9,5.0,32,80,717,B4,0,0.0,0.0,0,Prior Year
POL102196,0.829,C,North,14,4.5,44,83,1877,B3,0,0.0,0.0,1,Current Year
POL102197,0.457,C,South,8,13.4,58,77,387,B7,0,0.0,0.0,0,Current Year
POL102198,0.388,B,Central,5,11.3,35,59,910,B5,0,0.0,0.0,0,Prior Year
POL102199,0.398,B,East,11,6.7,54,108,671,B2,0,0.0,0.0,0,Prior Year
POL102200,0.68,A,North,7,14.2,53,50,399,B4,0,0.0,0.0,0,Prior Year
POL102201,0.46,F,Coastal,11,16.4,51,50,914,B4,0,0.0,0.0,0,Current Year
POL102202,0.432,C,North,12,12.5,29,81,329,B1,0,0.0,0.0,0,Prior Year
POL102203,0.324,B,West,5,19.7,63,75,323,B7,0,0.0,0.0,0,Prior Year
POL102204,0.494,A,Central,5,5.5,18,101,221,B7,0,0.0,0.0,1,Prior Year
POL102205,0.831,B,Metro,15,9.2,48,50,379,B5,0,0.0,0.0,0,Prior Year
POL102206,0.266,A,Metro,12,3.5,58,71,414,B3,0,0.0,0.0,0,Prior Year
POL102207,0.612,C,Coastal,11,12.1,58,70,360,B1,0,0.0,0.0,0,Prior Year
POL102208,0.702,E,East,9,6.1,42,100,384,B3,0,0.0,0.0,0,Prior Year
POL102209,0.287,F,Coastal,9,5.2,39,50,488,B5,0,0.0,0.0,0,Prior Year
POL102210,0.47,B,Metro,12,7.8,31,80,11036,B1,0,0.0,0.0,1,Prior Year
POL102211,0.93,A,Central,6,2.8,44,80,655,B3,0,0.0,0.0,0,Current Year
POL102212,0.996,C,South,11,11.3,35,93,188,B2,0,0.0,0.0,0,Prior Year
POL102213,0.888,A,North,11,0.2,55,79,953,B2,0,0.0,0.0,1,Current Year
POL102214,0.377,E,Metro,7,2.8,38,112,129,B6,0,0.0,0.0,1,Prior Year
POL102215,0.823,B,South,4,11.2,25,50,396,B2,0,0.0,0.0,0,Prior Year
POL102216,0.588,B,Central,11,12.4,21,54,801,B6,0,0.0,0.0,0,Prior Year
POL102217,0.378,E,East,6,12.7,32,102,359,B3,0,0.0,0.0,1,Prior Year
POL102218,0.611,F,East,14,5.1,43,71,3332,B6,1,21235.71,34774.8,1,Current Year
POL102219,0.942,E,South,7,2.6,40,54,135,B7,1,4211.03,4469.55,0,Current Year
POL102220,0.908,C,South,9,14.7,58,69,215,B5,0,0.0,0.0,0,Current Year
POL102221,0.544,B,West,14,22.4,40,52,713,B4,0,0.0,0.0,0,Current Year
POL102222,0.298,A,Coastal,5,8.8,24,77,160,B3,0,0.0,0.0,0,Current Year
POL102223,0.925,F,East,13,4.2,52,102,1260,B7,0,0.0,0.0,1,Prior Year
POL102224,0.99,A,South,13,21.0,25,80,436,B4,1,888.12,897.35,0,Prior Year
POL102225,0.634,E,North,5,6.3,52,63,569,B3,0,0.0,0.0,0,Prior Year
POL102226,0.419,E,Metro,9,9.3,26,99,821,B5,0,0.0,0.0,1,Current Year
POL102227,0.658,E,Metro,11,6.1,48,62,1087,B2,0,0.0,0.0,1,Current Year
POL102228,0.772,E,West,10,7.9,83,106,1313,B7,1,3866.28,5006.81,1,Current Year
POL102229,0.612,C,East,5,5.2,26,64,1918,B1,0,0.0,0.0,0,Prior Year
POL102230,0.514,E,North,6,6.1,38,105,2407,B1,0,0.0,0.0,1,Current Year
POL102231,0.436,C,South,7,4.4,70,68,922,B4,0,0.0,0.0,0,Current Year
POL102232,0.473,F,Metro,13,8.1,45,92,59,B3,0,0.0,0.0,1,Prior Year
POL102233,0.287,A,Metro,5,11.2,18,80,2996,B5,0,0.0,0.0,0,Current Year
POL102234,0.441,E,West,14,8.4,53,50,1257,B1,0,0.0,0.0,0,Prior Year
POL102235,0.965,C,Coastal,6,10.6,33,51,615,B4,0,0.0,0.0,0,Prior Year
POL102236,0.256,C,North,4,1.6,56,91,117,B2,0,0.0,0.0,0,Prior Year
POL102237,0.796,A,Metro,6,15.8,24,91,208,B5,0,0.0,0.0,0,Current Year
POL102238,0.842,A,West,6,2.2,49,50,521,B1,0,0.0,0.0,0,Current Year
POL102239,0.554,A,East,9,3.8,49,50,384,B3,0,0.0,0.0,0,Current Year
POL102240,0.696,B,East,12,1.9,30,108,88,B4,0,0.0,0.0,0,Prior Year
POL102241,0.416,B,South,7,4.5,50,51,24,B3,0,0.0,0.0,0,Prior Year
POL102242,0.751,D,Coastal,10,5.1,29,89,911,B7,0,0.0,0.0,1,Current Year
POL102243,0.781,C,West,4,20.2,26,94,1652,B2,0,0.0,0.0,0,Prior Year
POL102244,0.801,D,South,4,12.7,58,50,448,B2,0,0.0,0.0,0,Current Year
POL102245,0.619,B,East,8,7.2,59,62,2217,B2,0,0.0,0.0,0,Prior Year
POL102246,0.978,A,West,5,5.2,40,63,57,B4,0,0.0,0.0,0,Prior Year
POL102247,0.9,D,South,7,1.6,49,100,1031,B2,0,0.0,0.0,0,Prior Year
POL102248,0.679,D,West,6,11.1,35,93,588,B2,0,0.0,0.0,0,Prior Year
POL102249,0.762,E,Central,7,1.5,29,101,431,B3,0,0.0,0.0,0,Current Year
POL102250,0.456,F,North,6,8.0,50,85,1248,B3,0,0.0,0.0,1,Current Year
